,city,Areas,neighborhood,estateprice
417,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",298
418,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",99
419,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",168
420,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",188
421,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",180
422,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",49
423,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",299
424,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",680
425,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",430
426,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",85
427,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",70
428,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,"Torino -  4 - Valentino, Italia 61, Nizza Millefonti",105
429,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,139
430,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,125
431,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,84
432,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,149
433,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,74
434,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,154
435,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,75
436,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,99
437,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,125
438,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,119
439,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,154
440,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,139
441,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,225
442,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,92
443,T,San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia,Torino -  6 - Lingotto,208
444,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,168
445,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,159
446,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,320
447,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,79
448,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,309
449,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,129
450,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,109
451,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,168
452,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,155
453,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,115
454,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,85
455,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,75
456,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,178
457,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,99
458,T,Santa Rita - Mirafiori,Torino -  7 - Santa Rita,124
459,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,197
460,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,110
461,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,205
462,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,188
463,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,138
464,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,74
465,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,138
466,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,108.75
467,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,135
468,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,95
469,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,205
470,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,89
471,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,116
472,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,67
473,T,Santa Rita - Mirafiori,Torino - 16 - Mirafiori,119
474,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,125
475,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,125
476,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,98
477,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,205
478,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,95
479,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,155
480,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,240
481,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,235
482,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,175
484,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,115
485,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,89
486,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,83
487,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,145
488,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,74
489,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,125
490,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,125
491,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,98
492,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,205
493,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,95
494,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,155
495,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,240
496,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,235
497,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,175
499,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,115
500,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,89
501,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,83
502,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,145
503,V,CHIRIGNAGO - ZELARINO ( MESTRE OVEST),Venezia - 13 - Zelarino,74
504,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,156
505,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,245
506,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,80
507,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,85
508,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,198
509,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,192
510,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,159
511,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,255
512,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,160
513,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,205
514,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,145
515,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,195
516,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,142
517,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,240
518,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,119
519,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,156
520,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,245
521,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,80
522,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,85
523,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,198
524,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,192
525,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,159
526,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,255
527,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,160
528,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,205
529,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,145
530,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,195
531,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,142
532,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,240
533,V,FAVARO VENETO,Venezia - 14 - Favaro Veneto,119
534,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,395
535,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,205
536,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,275
537,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,475
538,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,223
539,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,295
540,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,390
541,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,310
542,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,365
543,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,500
544,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,360
545,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,900
546,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,380
548,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,264
549,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,395
550,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,205
551,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,275
552,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,475
553,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,223
554,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,295
555,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,390
556,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,310
557,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,365
558,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,500
559,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,360
560,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,900
561,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,380
563,V,LIDO - PELLESTRINA (VENEZIA LITORALE),Venezia -  8 - Lido,264
564,V,MARGHERA,Venezia - 12 - Marghera,190
565,V,MARGHERA,Venezia - 12 - Marghera,149
566,V,MARGHERA,Venezia - 12 - Marghera,120
567,V,MARGHERA,Venezia - 12 - Marghera,140
568,V,MARGHERA,Venezia - 12 - Marghera,125
569,V,MARGHERA,Venezia - 12 - Marghera,70
570,V,MARGHERA,Venezia - 12 - Marghera,65
571,V,MARGHERA,Venezia - 12 - Marghera,185
572,V,MARGHERA,Venezia - 12 - Marghera,118
573,V,MARGHERA,Venezia - 12 - Marghera,145
574,V,MARGHERA,Venezia - 12 - Marghera,115
575,V,MARGHERA,Venezia - 12 - Marghera,149
576,V,MARGHERA,Venezia - 12 - Marghera,157
577,V,MARGHERA,Venezia - 12 - Marghera,96
578,V,MARGHERA,Venezia - 12 - Marghera,250
579,V,MARGHERA,Venezia - 12 - Marghera,190
580,V,MARGHERA,Venezia - 12 - Marghera,149
581,V,MARGHERA,Venezia - 12 - Marghera,120
582,V,MARGHERA,Venezia - 12 - Marghera,140
583,V,MARGHERA,Venezia - 12 - Marghera,125
584,V,MARGHERA,Venezia - 12 - Marghera,70
585,V,MARGHERA,Venezia - 12 - Marghera,65
586,V,MARGHERA,Venezia - 12 - Marghera,185
587,V,MARGHERA,Venezia - 12 - Marghera,118
588,V,MARGHERA,Venezia - 12 - Marghera,145
589,V,MARGHERA,Venezia - 12 - Marghera,115
590,V,MARGHERA,Venezia - 12 - Marghera,149
591,V,MARGHERA,Venezia - 12 - Marghera,157
592,V,MARGHERA,Venezia - 12 - Marghera,96
593,V,MARGHERA,Venezia - 12 - Marghera,250
594,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,235
595,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,130
596,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,245
597,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,185
598,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,210
599,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,135
600,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,145
601,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,155
602,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,289
603,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,123
604,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,295
605,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,140
606,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,120
607,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,122
608,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,278
609,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,235
610,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,130
611,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,245
612,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,185
613,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,210
614,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,135
615,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,145
616,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,155
617,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,289
618,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,123
619,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,295
620,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,140
621,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,120
622,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,122
623,V,MESTRE - CARPENEDO (MESTRE CENTRO),Venezia - 11 - Mestre,278
624,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,295
625,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,280
626,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,189
627,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,260
628,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,320
629,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,330
630,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,450
631,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,260
632,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,280
633,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
634,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,350
635,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
636,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,270
637,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,350
638,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
639,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,295
640,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,280
641,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,189
642,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,260
643,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,320
644,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,330
645,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,450
646,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,260
647,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,280
648,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
649,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,350
650,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
651,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,270
652,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,350
653,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia -  9 - Murano,340
654,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia - 10 - Burano,150
655,V,VENEZIA - MURANO - BURANO (VENEZIA INSULARE),Venezia - 10 - Burano,150